"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474388","FPKM.SRR8474399","FPKM.SRR8474409","FPKM.SRR8474420","FPKM.SRR8474430","FPKM.SRR8474440","..files.muscle_mean_female","..files.muscle_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSRNOG00000000098","+","Rnf115","chr2",198888662,198888721,198892489,198892547,1.73224021004e-05,0.00113786528797,"0.395,0.396,0.381","0.291,0.227,0.216","MXE","2","Rnf115",12.657825,16.866484,11.108638,20.03274,9.098079,11.918355,10.7083573333333,16.5190163333333,NA,"rat","muscle","GSE125483"
"2","ENSRNOG00000000108","-","Aga","chr16",41231809,41231963,NA,NA,0.000147449397337,0.0106619260996,"0.875,1.0,1.0","1.0,1.0,0.97","SE","16","Aga",6.518361,9.716471,9.960148,8.908728,5.280754,8.773125,8.00467566666667,8.38118666666667,NA,"rat","muscle","GSE125483"
"3","ENSRNOG00000000387","-","Slc25a16","chr20",27293024,27293091,NA,NA,1.00182876406e-05,0.00137971154349,"1.0,1.0,1.0","1.0,0.706,0.818","SE","20","Slc25a16",1.52122360172893,1.64100633096635,2.93474056869404,1.44248269712874,1.41440972398889,1.76716002408151,2.03877010558815,1.53490420994134,NA,"rat","muscle","GSE125483"
"4","ENSRNOG00000000524","+","RGD735065","chr20",6877400,6877495,NA,NA,0.00103581803353,0.0433305529857,"0.014,0.015,0.0","0.013,0.016,0.052","SE","20","RGD735065",11.9287482531999,10.5506716060042,11.8425777081685,12.8144620858739,10.7956705124505,11.7892749427508,11.4758410544566,11.764627315026,NA,"rat","muscle","GSE125483"
"5","ENSRNOG00000000525","+","Pi16","chr20",6931002,6931934,NA,NA,0.000602876554097,0.0178279209569,"0.631,0.937,1.0","1.0,0.959,1.0","A3SS","20","Pi16",0.58042513492823,15.4020601181818,20.0422106210526,6.40240773110048,5.50848347272727,9.14168657751196,11.5641268904306,7.46163099473684,NA,"rat","muscle","GSE125483"
"6","ENSRNOG00000000525","+","Pi16","chr20",6931002,6931734,NA,NA,5.15723818848e-05,0.00476344797049,"0.819,0.95,1.0","1.0,0.97,1.0","SE","20","Pi16",0.58042513492823,15.4020601181818,20.0422106210526,6.40240773110048,5.50848347272727,9.14168657751196,11.5641268904306,7.46163099473684,NA,"rat","muscle","GSE125483"
"7","ENSRNOG00000000583","+","Cdk19","chr20",45569932,45569990,NA,NA,4.2829872815e-07,0.000122259818763,"0.694,0.808,0.832","0.932,1.0,0.96","SE","20","Cdk19",3.99431,4.330935,4.35827,3.513331,4.03608,5.169704,4.52135133333333,3.946192,NA,"rat","muscle","GSE125483"
"8","ENSRNOG00000000774","-","Gabbr1","chr20",1981254,1981130,NA,NA,4.08300186094e-06,0.000422590692607,"0.147,0.267,1.0","1.0,0.889,1.0","A3SS","20","Gabbr1",3.21297920647172,4.63490124209589,5.32566510909901,3.42712356301024,3.83473737865519,2.77437532967196,3.97825927247539,3.75833467052595,NA,"rat","muscle","GSE125483"
"9","ENSRNOG00000000875","+","Fhl1","chrX",159169654,159169841,NA,NA,1.22988600137e-06,0.000288197167485,"0.943,0.997,0.974","0.995,1.0,0.989","SE","X","Fhl1",348.303289673585,71.1453349343396,36.3150718890566,749.383821992453,77.8552640218868,87.8074220811321,67.3259193306918,389.610815533459,NA,"rat","muscle","GSE125483"
"10","ENSRNOG00000001055","+","Rilpl1","chr12",37525134,37525158,NA,NA,0.00103772534539,0.0433305529857,"0.622,0.627,0.679","0.554,0.58,0.473","SE","12","Rilpl1",99.6405550323727,63.753863986972,66.7380815230951,97.6346754070272,85.3338005274378,61.7758935246743,71.2825918584024,87.009698142124,NA,"rat","muscle","GSE125483"
"11","ENSRNOG00000001247","+","Clip1","chr12",38388690,38388888,NA,NA,4.54474763878e-06,0.000810824294646,"0.985,1.0,1.0","0.973,1.0,0.908","SE","12","Clip1",44.1587239515142,50.9281315812175,52.2016918797798,45.5194986725298,58.1511956800245,54.565785993576,54.9728911844601,46.8687847350872,NA,"rat","muscle","GSE125483"
"12","ENSRNOG00000001247","+","Clip1","chr12",38392054,38392087,NA,NA,0.000644814610725,0.0311419869896,"0.912,0.956,0.969","0.972,0.959,0.973","SE","12","Clip1",44.1587239515142,50.9281315812175,52.2016918797798,45.5194986725298,58.1511956800245,54.565785993576,54.9728911844601,46.8687847350872,NA,"rat","muscle","GSE125483"
"13","ENSRNOG00000001256","-","Atxn2","chr12",40294013,40294121,NA,NA,0.0010980847459,0.0454879432998,"0.865,0.903,0.901","0.802,0.854,0.709","SE","12","Atxn2",11.075993,10.048468,10.306459,10.091172,11.333692,9.394219,10.34479,10.405211,NA,"rat","muscle","GSE125483"
"14","ENSRNOG00000001274","-","Vps29","chr12",39697183,39697195,NA,NA,2.00048803856e-07,6.40972698069e-05,"0.092,0.0,0.0","0.0,0.0,0.0","SE","12","Vps29",9.87007365163081,11.8889801179736,12.3319754344205,10.8834043011797,10.1494115475364,12.4534591311589,11.6449487043719,10.880819356928,NA,"rat","muscle","GSE125483"
"15","ENSRNOG00000001312","+","Pdgfa","chr12",17753524,17753594,NA,NA,4.2484473701e-05,0.00411736716665,"0.134,0.113,0.179","0.094,0.069,0.052","SE","12","Pdgfa",7.76623167001586,9.20170456319408,10.1397358397673,7.46218547540984,8.34357059122158,8.57287933262824,9.01872858787237,8.14337390287326,NA,"rat","muscle","GSE125483"
"16","ENSRNOG00000001478","+","Gtf2ird1","chr12",25344025,25344082,NA,NA,2.07108219463e-10,1.35483293565e-07,"0.44,1.0,1.0","0.0,0.217,0.0","SE","12","Gtf2ird1",1.598114799389,1.6779924941446,1.83503400050916,1.2440144185336,1.45451109394094,0.956853903513238,1.41546633265445,1.50670723735573,NA,"rat","muscle","GSE125483"
"17","ENSRNOG00000001483","+","Rcc1l","chr12",25581516,25581690,NA,NA,0.00012020572201,0.00925112664489,"0.966,1.0,1.0","0.915,0.926,0.886","SE","12","Rcc1l",9.227028,7.84744,9.571317,9.63977,8.742747,7.27501,8.52969133333333,8.904746,NA,"rat","muscle","GSE125483"
"18","ENSRNOG00000001643","-","Psmg1","chr11",36330269,36330406,NA,NA,0.000934774919231,0.0406536460718,"0.952,1.0,0.975","1.0,0.973,0.986","SE","11","Psmg1",22.009708,22.077324,26.492174,19.765701,23.184452,30.266954,26.64786,21.2842443333333,NA,"rat","muscle","GSE125483"
"19","ENSRNOG00000001681","-","Vps26c","chr11",34776014,34776164,NA,NA,0.000634320635502,0.0309280558304,"0.87,1.0,0.876","0.913,1.0,1.0","SE","11","Vps26c",3.995243,4.995727,5.693834,4.275594,3.827633,4.47253,4.66466566666667,4.422188,NA,"rat","muscle","GSE125483"
"20","ENSRNOG00000001682","+","Ttc3","chr11",34730997,34731338,NA,NA,4.32212791189e-05,0.00413764684248,"0.912,0.971,0.938","0.968,1.0,0.99","SE","11","Ttc3",7.310205,8.907512,8.712566,9.175941,8.542842,9.913946,9.05645133333333,8.46455266666667,NA,"rat","muscle","GSE125483"
"21","ENSRNOG00000001813","+","Dnm1l","chr11",88875527,88875560,NA,NA,0.000754731039107,0.034748613824,"0.073,0.0,0.044","0.0,0.044,0.027","SE","11","Dnm1l",14.1271291648352,12.1777005020841,16.5065806491095,20.2738664486548,14.0552262796514,16.1860176733611,15.5826082007073,15.5262320385247,NA,"rat","muscle","GSE125483"
"22","ENSRNOG00000001813","+","Dnm1l","chr11",88875170,88875248,NA,NA,1.17265003545e-05,0.00147284844453,"1.0,1.0,1.0","1.0,0.636,0.741","SE","11","Dnm1l",14.1271291648352,12.1777005020841,16.5065806491095,20.2738664486548,14.0552262796514,16.1860176733611,15.5826082007073,15.5262320385247,NA,"rat","muscle","GSE125483"
"23","ENSRNOG00000001813","+","Dnm1l","chr11",88875170,88875248,88875527,88875560,0.000760500402036,0.0347515618496,"0.784,1.0,1.0","1.0,1.0,0.926","MXE","11","Dnm1l",14.1271291648352,12.1777005020841,16.5065806491095,20.2738664486548,14.0552262796514,16.1860176733611,15.5826082007073,15.5262320385247,NA,"rat","muscle","GSE125483"
"24","ENSRNOG00000001817","-","Tm7sf3","chr4",180933303,180933454,NA,NA,0.000318784623425,0.0197044038889,"0.99,1.0,1.0","1.0,1.0,0.817","SE","4","Tm7sf3",3.797157,5.114127,5.743249,4.343977,3.017565,2.918193,3.89300233333333,4.41842033333333,NA,"rat","muscle","GSE125483"
"25","ENSRNOG00000001964","-","Cd47","chr11",53518039,53518064,NA,NA,0.000956801708457,0.0413935271224,"0.211,0.085,0.174","0.019,0.0,0.14","SE","11","Cd47",5.76131089263658,7.66895781045131,8.26242571353919,5.65909468361045,5.50463401615202,7.99869153634204,7.25525042201108,6.36312112889945,NA,"rat","muscle","GSE125483"
"26","ENSRNOG00000002051","-","Synj1","chr11",31145004,31144995,NA,NA,0.000720692734954,0.0186479245169,"0.747,1.0,1.0","0.0,0.0,0.64","A3SS","11","Synj1",1.26728563240191,1.29093494353554,1.61356705588533,1.63988470797741,1.19142812566961,1.35277284624294,1.38592267593263,1.39936842797162,NA,"rat","muscle","GSE125483"
"27","ENSRNOG00000002137","+","Aasdh","chr14",33639037,33639153,NA,NA,7.26185763011e-06,0.0010655249046,"0.761,0.919,0.807","0.884,1.0,1.0","SE","14","Aasdh",1.979255,2.060849,2.657812,2.38421,2.390581,2.613181,2.553858,2.141438,NA,"rat","muscle","GSE125483"
