"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474389","FPKM.SRR8474401","FPKM.SRR8474411","FPKM.SRR8474421","FPKM.SRR8474432","FPKM.SRR8474442","..files.skin_mean_female","..files.skin_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSRNOG00000000047","-","Cd82","chr3",82338605,82338678,NA,NA,3.02980391054e-06,0.000275911068955,"0.948,0.95,0.948","1.0,0.997,0.963","SE","3","Cd82",35.060371,33.066319,44.614754,80.646591,33.66494,29.299976,35.85989,49.5910936666667,NA,"rat","skin","GSE125483"
"2","ENSRNOG00000000098","+","Rnf115","chr2",198888662,198888721,NA,NA,0.000182876170899,0.00660329446389,"1.0,1.0,1.0","1.0,0.913,1.0","SE","2","Rnf115",26.460512,27.53253,25.223675,23.912771,23.429913,24.150974,24.2681873333333,25.9686043333333,NA,"rat","skin","GSE125483"
"3","ENSRNOG00000000111","+","Coprs","chr16",80829109,80829176,NA,NA,1.22370755218e-06,0.000130080637993,"1.0,1.0,0.988","1.0,0.857,0.903","SE","16","Coprs",6.041913,8.061049,7.773348,9.593388,7.275345,6.034356,7.027683,7.89878333333333,NA,"rat","skin","GSE125483"
"4","ENSRNOG00000000130","+","Dnajb5","chr5",58394155,58394300,NA,NA,9.16165271425e-08,1.60933201721e-05,"0.027,0.013,0.0","0.032,0.145,0.397","SE","5","Dnajb5",20.8248971491713,18.3035451933702,24.806577961651,9.24680975235619,21.3204167955801,21.6669626025349,22.5979857865887,16.1250840316326,NA,"rat","skin","GSE125483"
"5","ENSRNOG00000000231","+","Kctd17","chr7",119655760,119655823,NA,NA,0.000420929024057,0.0124410144008,"0.817,0.921,0.883","0.953,0.959,1.0","SE","7","Kctd17",12.107785,11.000031,14.508278,19.209581,13.710566,16.784691,15.0011783333333,14.105799,NA,"rat","skin","GSE125483"
"6","ENSRNOG00000000249","+","Mettl23","chr10",105791799,105792037,NA,NA,0.000476495951222,0.0136595506017,"0.972,1.0,0.948","0.977,0.642,0.935","SE","10","Mettl23",10.325278,13.018541,12.734099,14.880505,15.233853,13.223055,13.7303356666667,12.7414413333333,NA,"rat","skin","GSE125483"
"7","ENSRNOG00000000327","+","Hace1","chr20",50755698,50755848,NA,NA,0.000197981351631,0.00701516754964,"0.897,1.0,0.946","1.0,0.99,1.0","SE","20","Hace1",7.675705,8.097158,9.228206,9.470758,8.647886,9.559385,9.145159,8.41454033333333,NA,"rat","skin","GSE125483"
"8","ENSRNOG00000000512","-","Slc26a8","chr20",5926877,5927073,NA,NA,0.000372561073669,0.0114202879612,"1.0,1.0,0.535","1.0,1.0,1.0","SE","20","Slc26a8",3.69823379972789,4.20624437632653,3.74258171156463,5.24376096653061,3.20393011891156,3.29762346585034,3.41471176544218,4.38274638086168,NA,"rat","skin","GSE125483"
"9","ENSRNOG00000000512","-","Slc26a8","chr20",5918140,5918280,NA,NA,0.00211713414881,0.0434082604286,"1.0,1.0,0.389","1.0,1.0,1.0","SE","20","Slc26a8",3.69823379972789,4.20624437632653,3.74258171156463,5.24376096653061,3.20393011891156,3.29762346585034,3.41471176544218,4.38274638086168,NA,"rat","skin","GSE125483"
"10","ENSRNOG00000000512","-","Slc26a8","chr20",5915286,5915403,NA,NA,0.000558502704697,0.0155126175616,"1.0,1.0,0.522","1.0,1.0,1.0","SE","20","Slc26a8",3.69823379972789,4.20624437632653,3.74258171156463,5.24376096653061,3.20393011891156,3.29762346585034,3.41471176544218,4.38274638086168,NA,"rat","skin","GSE125483"
"11","ENSRNOG00000000513","+","Mapk14","chr20",5983749,5983829,5987476,5987556,2.74246858556e-09,1.4025767909e-06,"0.916,0.93,0.908","0.882,0.783,0.824","MXE","20","Mapk14",39.4793334204221,40.4858577609812,43.390584673417,45.206018875927,47.1261104515117,43.2440116508842,44.5869022586043,41.7237366857768,NA,"rat","skin","GSE125483"
"12","ENSRNOG00000000557","+","Sar1a","chr20",31273112,31273178,NA,NA,7.79236911324e-05,0.00332761031374,"0.034,0.043,0.029","0.0,0.014,0.021","SE","20","Sar1a",55.9422751189098,61.2511031613603,59.8374881169802,57.9758116341052,58.3448847378196,54.1692763950796,57.4505497499598,58.3897299714584,NA,"rat","skin","GSE125483"
"13","ENSRNOG00000000587","-","Rpf2","chr20",45337563,45337601,NA,NA,0.00153437547099,0.0335199905717,"0.923,0.945,0.951","0.961,0.986,1.0","SE","20","Rpf2",13.96526,13.46053,11.083507,25.780275,12.220237,11.017947,11.4405636666667,17.735355,NA,"rat","skin","GSE125483"
"14","ENSRNOG00000000596","+","Fyn","chr20",44595880,44596045,44596417,44596573,1.18911526121e-05,0.00112027174609,"0.551,0.499,0.65","0.607,0.944,0.827","MXE","20","Fyn",9.47891443295218,13.690216297817,13.711007037422,17.7031606244802,16.3959243170478,15.1214155919958,15.0761156488219,13.6240971184165,NA,"rat","skin","GSE125483"
"15","ENSRNOG00000000648","-","Jmjd1c","chr20",22793011,22793155,NA,NA,4.90005736169e-05,0.00232945529241,"0.805,0.811,0.69","1.0,1.0,1.0","SE","20","Jmjd1c",9.067698,10.289602,10.246284,11.075015,11.216126,9.080401,10.180937,10.144105,NA,"rat","skin","GSE125483"
"16","ENSRNOG00000000774","-","Gabbr1","chr20",1981109,1981130,1982307,1982493,1.92511789751e-05,0.00172298051827,"0.951,1.0,0.974","0.98,0.814,0.958","MXE","20","Gabbr1",9.71198936485082,9.51725955261986,11.5771974173965,9.99952244455989,10.9330498393944,9.22251358453317,10.577586947108,9.74292378734352,NA,"rat","skin","GSE125483"
"17","ENSRNOG00000000774","-","Gabbr1","chr20",1982307,1982493,NA,NA,0.000558674695773,0.0155126175616,"0.984,1.0,1.0","0.951,0.942,0.946","SE","20","Gabbr1",9.71198936485082,9.51725955261986,11.5771974173965,9.99952244455989,10.9330498393944,9.22251358453317,10.577586947108,9.74292378734352,NA,"rat","skin","GSE125483"
"18","ENSRNOG00000000804","+","Mrps18b","chr20",3348548,3348615,NA,NA,1.06373805905e-05,0.000717892758762,"1.0,1.0,1.0","1.0,0.925,1.0","SE","20","Mrps18b",12.963940728256,16.3356564281208,17.1728919788193,14.8025257223975,18.6806466273096,14.4673903600721,16.7736429887337,14.7007076262581,NA,"rat","skin","GSE125483"
"19","ENSRNOG00000000804","+","Mrps18b","chr20",3346556,3346625,NA,NA,0.00188127079466,0.0395892147002,"1.0,1.0,1.0","1.0,0.961,1.0","SE","20","Mrps18b",12.963940728256,16.3356564281208,17.1728919788193,14.8025257223975,18.6806466273096,14.4673903600721,16.7736429887337,14.7007076262581,NA,"rat","skin","GSE125483"
"20","ENSRNOG00000000804","+","Mrps18b","chr20",3348548,3348615,NA,NA,8.01095711589e-06,0.000581863301602,"0.991,0.993,0.962","0.956,0.696,0.973","SE","20","Mrps18b",12.963940728256,16.3356564281208,17.1728919788193,14.8025257223975,18.6806466273096,14.4673903600721,16.7736429887337,14.7007076262581,NA,"rat","skin","GSE125483"
"21","ENSRNOG00000000809","+","Atat1","chr20",3358314,3358383,NA,NA,0.00106811168429,0.0257344262612,"1.0,1.0,1.0","1.0,0.937,1.0","SE","20","Atat1",2.02439686811652,1.82106818335994,2.74821325778132,2.65161083878691,2.2206145792099,2.01640579588986,2.32841121096036,2.16569196342112,NA,"rat","skin","GSE125483"
"22","ENSRNOG00000000809","+","Atat1","chr20",3360394,3360466,NA,NA,0.00137444974433,0.0308634372326,"1.0,1.0,1.0","1.0,0.94,1.0","SE","20","Atat1",2.02439686811652,1.82106818335994,2.74821325778132,2.65161083878691,2.2206145792099,2.01640579588986,2.32841121096036,2.16569196342112,NA,"rat","skin","GSE125483"
"23","ENSRNOG00000000852","-","Prrc2a","chr20",5141587,5141673,NA,NA,0.00143895869288,0.0320504756342,"1.0,1.0,1.0","1.0,0.92,0.971","SE","20","Prrc2a",39.2344440467963,32.5312881028078,45.7329286289417,52.5311714092153,36.3448800724262,43.6991678773218,41.9256588595632,41.4323011862731,NA,"rat","skin","GSE125483"
