"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474160","FPKM.SRR8474172","FPKM.SRR8474184","FPKM.SRR8474196","FPKM.SRR8474207","FPKM.SRR8474225","..files.skin_mean_female","..files.skin_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMFAG00000000042","-","KRR1","chr11",74726156,74726240,NA,NA,0.000236751832439,0.0169369290609,"1.0,0.972,0.962","0.914,0.965,0.936","SE","11","KRR1",22.1867532786529,17.8320204171646,23.9890131917436,22.5097206491037,30.6244763715372,23.215680326453,21.1858071309071,25.6000809473112,NA,"Macaca_fascicularis","skin","GSE125483"
"2","ENSMFAG00000000063","+",NA,"chr13",108094966,108095091,NA,NA,7.03030199266e-05,0.0072885810017,"0.98,0.997,1.0","0.946,0.951,0.981","SE","13","ENSMFAG00000000063",15.465755,14.702147,15.813104,16.467279,17.444122,21.666916,17.612114,16.2409936666667,NA,"Macaca_fascicularis","skin","GSE125483"
"3","ENSMFAG00000000114","-","SLFN13","chr16",31813822,31813954,NA,NA,6.90983907479e-05,0.00720377340576,"1.0,1.0,0.808","0.65,0.82,1.0","SE","16","SLFN13",5.677211,1.823428,3.743019,2.367769,1.368693,1.998102,2.06309966666667,3.59630766666667,NA,"Macaca_fascicularis","skin","GSE125483"
"4","ENSMFAG00000000141","+","PCLO","chr3",129275719,129275902,NA,NA,0.000624962552819,0.0333580276976,"1.0,0.0,1.0","0.0,0.583,0.359","SE","3","PCLO",0.83283506723497,0.0178078523266248,0.314221108704012,0.347208281886938,0.381224747340085,0.783816848352775,0.382944327522113,0.509426974426356,NA,"Macaca_fascicularis","skin","GSE125483"
"5","ENSMFAG00000000179","-","KIFC3","chr20",45821428,45821567,45827816,45827959,0.00012606078607,0.0310702760961,"0.795,0.796,0.847","0.958,0.914,0.875","MXE","20","KIFC3",9.0373278313795,10.1726923499182,10.1428281672574,9.69043824890949,8.63766365880589,8.00970744043075,9.29094601308615,9.27260655248093,NA,"Macaca_fascicularis","skin","GSE125483"
"6","ENSMFAG00000000189","+","MINPP1","chr9",86058426,86058524,NA,NA,0.000876679177882,0.0429513135943,"1.0,1.0,0.98","0.946,1.0,0.969","SE","9","MINPP1",13.5279337565036,11.4632661019771,8.0282805119667,10.6452783496358,9.79049844953174,10.6035990197711,10.9040478237947,10.448904239334,NA,"Macaca_fascicularis","skin","GSE125483"
"7","ENSMFAG00000000201","-","NIPA2","chr7",844721,844778,NA,NA,0.000758527867743,0.0391105844998,"1.0,1.0,0.981","0.95,1.0,0.964","SE","7","NIPA2",15.6684213090909,16.5773738210339,17.3748167629234,17.1456364705882,13.4977084171123,18.3393413625668,17.354117218063,15.5136488297089,NA,"Macaca_fascicularis","skin","GSE125483"
"8","ENSMFAG00000000255","+","CLCC1","chr1",117863282,117863380,NA,NA,7.44889967375e-07,0.000313938734728,"0.967,1.0,0.919","0.876,1.0,0.912","SE","1","CLCC1",15.7657124719126,12.9085603956754,14.1805136709764,19.6380685218457,17.5871798138654,15.7706472753009,16.1057587309407,15.8444686522515,NA,"Macaca_fascicularis","skin","GSE125483"
"9","ENSMFAG00000000286","+","TBC1D19","chr5",25849476,25849549,NA,NA,0.00101657528094,0.047835788766,"1.0,0.744,1.0","0.936,1.0,1.0","SE","5","TBC1D19",3.59203802994517,3.327038,3.584849,3.871959,4.06912592914382,4.22050015731759,3.8064990524392,3.748670986363,NA,"Macaca_fascicularis","skin","GSE125483"
"10","ENSMFAG00000000287","-","TAC1","chr3",114228490,114228544,NA,NA,0.000165647648617,0.01312342989,"1.0,0.732,0.799","1.0,1.0,1.0","SE","3","TAC1",0.362701002280502,0.415392489167617,0.0847061425313569,0.562883767388826,0.460230682440137,0.476784287343216,0.485020181299886,0.302545942417332,NA,"Macaca_fascicularis","skin","GSE125483"
