"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474157","FPKM.SRR8474169","FPKM.SRR8474181","FPKM.SRR8474193","FPKM.SRR8474204","FPKM.SRR8474222","..files.lung_mean_female","..files.lung_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMFAG00000000050","-","FRMD4A","chr9",14169410,14169467,NA,NA,3.78699170583e-05,0.00499358116057,"1.0,1.0,1.0","1.0,0.869,1.0","SE","9","FRMD4A",2.15856792156299,8.58102586941531,1.88901048972849,6.44778425872719,2.16951210702485,8.4812891423646,7.8366997568357,2.07236350610544,NA,"Macaca_fascicularis","lung","GSE125483"
"2","ENSMFAG00000000063","+",NA,"chr13",108094966,108095091,NA,NA,8.81856418999e-08,5.65169694222e-05,"0.992,0.987,1.0","1.0,0.906,0.926","SE","13","ENSMFAG00000000063",9.46853,10.962498,10.764424,12.042583,11.510954,12.319388,11.774823,10.5813026666667,NA,"Macaca_fascicularis","lung","GSE125483"
"3","ENSMFAG00000000179","-","KIFC3","chr20",45818344,45818547,NA,NA,0.000169785810117,0.0147232734404,"1.0,1.0,1.0","1.0,0.778,1.0","SE","20","KIFC3",9.83432564803708,7.35002944533806,8.3985716007361,8.93720011763904,7.22608363808615,8.4855767422301,8.25760210173573,8.48632696228644,NA,"Macaca_fascicularis","lung","GSE125483"
"4","ENSMFAG00000000220","+","MFF","chr12",117124772,117124942,NA,NA,0,0,"0.006,0.0,0.005","0.004,0.073,0.066","SE","12","MFF",39.4975222231076,45.2597123678619,36.3418215409473,31.4887639676848,40.0283568083223,38.4620071500664,38.4034944952044,38.6225668574591,NA,"Macaca_fascicularis","lung","GSE125483"
"5","ENSMFAG00000000240","-","PHPT1","chr15",1454021,1454076,NA,NA,7.02689926101e-05,0.00790402690998,"0.047,0.017,0.014","0.01,0.011,0.018","SE","15","PHPT1",29.3698299315526,35.3096054599332,31.8706483973289,21.7844615358932,36.8027627328881,29.7383727345576,28.9441465767947,32.6810803539232,NA,"Macaca_fascicularis","lung","GSE125483"
"6","ENSMFAG00000000278","+","RABEP2","chr20",27426276,27426375,27428160,27428316,3.17663047378e-06,0.00210292937364,"0.113,0.04,0.118","0.015,0.006,0.042","MXE","20","RABEP2",7.31057870233352,5.91572049345475,5.81529256232214,6.13608581900968,7.50373100227661,6.36818009675583,6.13999546974009,6.87653408897742,NA,"Macaca_fascicularis","lung","GSE125483"
"7","ENSMFAG00000000289","-","FAM13B","chr6",137014542,137014626,NA,NA,0.000134222177392,0.0124030451429,"0.911,1.0,1.0","1.0,0.895,1.0","SE","6","FAM13B",9.69469182037815,12.5492541523109,11.1587007069328,14.0990187352941,13.0693022930672,14.8576713371849,13.8353147415966,11.3075649401261,NA,"Macaca_fascicularis","lung","GSE125483"
"8","ENSMFAG00000000331","-","CCDC146","chr3",135009370,135009466,NA,NA,0.000525577444159,0.0325774737262,"1.0,1.0,1.0","1.0,0.818,0.68","SE","3","CCDC146",0.761498,0.517991,2.211476,0.536633,2.831208,0.605063,0.553229,1.93472733333333,NA,"Macaca_fascicularis","lung","GSE125483"
"9","ENSMFAG00000000431","-","C17orf75","chr16",28721402,28721506,NA,NA,0.000411475148304,0.0271288493377,"1.0,0.984,1.0","0.764,0.873,1.0","SE","16","C17orf75",2.51532723631124,3.60366937608069,3.28048635158501,4.57478445244957,4.22974364553314,2.66258692795389,3.61368025216138,3.34185241114313,NA,"Macaca_fascicularis","lung","GSE125483"
"10","ENSMFAG00000000448","+","SGCE","chr3",117351320,117351428,NA,NA,9.14319597811e-09,8.11713308054e-06,"0.0,0.0,0.055","0.049,0.034,0.04","SE","3","SGCE",81.0117195827552,57.0587966144698,45.166849481665,55.2528125594648,56.451247388999,58.536227654113,56.9492789426825,60.8766054844731,NA,"Macaca_fascicularis","lung","GSE125483"
"11","ENSMFAG00000000448","+","SGCE","chr3",117351320,117351428,NA,NA,5.12357863669e-06,0.00112741145664,"0.0,0.0,0.199","0.284,0.172,0.346","SE","3","SGCE",81.0117195827552,57.0587966144698,45.166849481665,55.2528125594648,56.451247388999,58.536227654113,56.9492789426825,60.8766054844731,NA,"Macaca_fascicularis","lung","GSE125483"
"12","ENSMFAG00000000493","-","TMEM129","chr5",1728680,1728840,NA,NA,0.000154179390616,0.0136730322555,"0.934,0.874,1.0","0.928,0.994,0.974","SE","5","TMEM129",14.1578818740839,13.7171997341772,11.3166468327781,13.0537001612258,16.2350669067289,17.647842,14.8062472984677,13.9031985378636,NA,"Macaca_fascicularis","lung","GSE125483"
