"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474162","FPKM.SRR8474174","FPKM.SRR8474186","FPKM.SRR8474198","FPKM.SRR8474216","FPKM.SRR8474227","..files.thyroid_mean_female","..files.thyroid_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMFAG00000000043","-","MCCC1","chr2",87731664,87731801,NA,NA,0.000339681612834,0.022389042039,"0.715,0.689,0.855","0.946,0.872,0.842","SE","2","MCCC1",26.5669364297521,25.369476486852,31.031970353118,23.2760766025545,30.6627864042074,31.3833540495868,26.6763023796644,29.4205643956925,NA,"Macaca_fascicularis","thyroid","GSE125483"
"2","ENSMFAG00000000081","+","PSMA5","chr1",117332630,117332697,NA,NA,1.49528075943e-06,0.000503469827469,"0.992,0.987,1.0","0.979,0.95,0.96","SE","1","PSMA5",41.531532,51.225048,57.42754,48.15757,47.474598,50.828838,50.0704853333333,48.8112233333333,NA,"Macaca_fascicularis","thyroid","GSE125483"
"3","ENSMFAG00000000139","+","ARIH2","chr2",104138037,104138127,NA,NA,2.87062873261e-06,0.000758375947637,"1.0,0.987,1.0","0.911,0.918,1.0","SE","2","ARIH2",15.1725422836924,19.141168830376,22.6297951123785,16.3351969676806,20.0813406778623,17.9614400029573,17.8126019336713,19.2945593579777,NA,"Macaca_fascicularis","thyroid","GSE125483"
"4","ENSMFAG00000000197","-","NECAP2","chr1",211962276,211962385,NA,NA,0.000271905403392,0.0192146485064,"1.0,1.0,1.0","1.0,0.586,1.0","SE","1","NECAP2",23.014790975,30.6046498097222,25.0674171018519,44.7384792828704,32.2110624384259,21.0673126541667,32.1368139155864,26.7644235050926,NA,"Macaca_fascicularis","thyroid","GSE125483"
"5","ENSMFAG00000000210","-",NA,"chr19",52376488,52376746,NA,NA,1.77855314401e-05,0.0027269030883,"1.0,1.0,1.0","1.0,0.754,1.0","SE","19","ENSMFAG00000000210",0.212399474741913,0.111580060977288,15.4573411949071,0.87437276035788,6.46109322161046,0.245839030006882,0.410597283780683,7.37694463041982,NA,"Macaca_fascicularis","thyroid","GSE125483"
"6","ENSMFAG00000000260","-","UBE2D4","chr3",76491441,76491473,NA,NA,5.19999356666e-05,0.00566947870011,"0.977,0.971,0.988","0.894,0.93,0.964","SE","3","UBE2D4",11.726675611653,11.8007909776694,11.8423982217659,12.7726906889117,13.0206306424538,10.785565723306,11.7863491299624,12.1965681586242,NA,"Macaca_fascicularis","thyroid","GSE125483"
"7","ENSMFAG00000000327","+","GRK4","chr5",3082067,3082145,3124512,3124721,1.50842335527e-05,0.00727873474316,"0.047,0.0,0.0","0.067,0.174,0.02","MXE","5","GRK4",7.98634227160494,4.3154410941358,2.52539030864198,5.08616757561728,5.81610485030864,2.87922353395062,4.0936107345679,5.44261247685185,NA,"Macaca_fascicularis","thyroid","GSE125483"
"8","ENSMFAG00000000327","+","GRK4","chr5",3123224,3123314,NA,NA,8.37946512577e-06,0.00160947638608,"1.0,0.746,1.0","1.0,1.0,1.0","SE","5","GRK4",7.98634227160494,4.3154410941358,2.52539030864198,5.08616757561728,5.81610485030864,2.87922353395062,4.0936107345679,5.44261247685185,NA,"Macaca_fascicularis","thyroid","GSE125483"
"9","ENSMFAG00000000327","+","GRK4","chr5",3078597,3078710,NA,NA,2.58116712226e-07,0.000148268294812,"0.834,1.0,1.0","0.67,0.503,0.809","SE","5","GRK4",7.98634227160494,4.3154410941358,2.52539030864198,5.08616757561728,5.81610485030864,2.87922353395062,4.0936107345679,5.44261247685185,NA,"Macaca_fascicularis","thyroid","GSE125483"
"10","ENSMFAG00000000331","-","CCDC146","chr3",135009370,135009466,NA,NA,0.000296347400371,0.0203963028424,"1.0,0.867,0.84","0.646,0.649,0.591","SE","3","CCDC146",5.441405,1.971019,5.167882,3.269837,5.080642,7.167334,4.13606333333333,5.22997633333333,NA,"Macaca_fascicularis","thyroid","GSE125483"
"11","ENSMFAG00000000399","-",NA,"chr3",94574378,94574430,NA,NA,0.000483576821216,0.0286007112448,"1.0,0.996,1.0","1.0,0.964,0.98","SE","3","ENSMFAG00000000399",61.9559500946939,45.0867090759184,44.2958582530612,48.3832851461224,65.434056804898,45.7195439265306,46.3965127161905,57.228621717551,NA,"Macaca_fascicularis","thyroid","GSE125483"
"12","ENSMFAG00000000443","+","RBM18","chr15",15013999,15014086,NA,NA,4.46869080306e-06,0.00105843253062,"1.0,0.991,0.914","1.0,0.825,0.908","SE","15","RBM18",10.239386,9.466902,10.0543681389253,8.75945871625164,9.77097095609436,10.325534758519,9.51729849159021,10.0215750316732,NA,"Macaca_fascicularis","thyroid","GSE125483"
"13","ENSMFAG00000000447","+","DOCK2","chr6",169440342,169440438,NA,NA,3.32765135451e-05,0.00417098022333,"0.957,0.957,1.0","0.856,0.85,1.0","SE","6","DOCK2",10.6927059628483,13.56432642636,7.62845268907563,12.0892097823972,3.66701175409111,14.1210757859354,13.2582039982309,7.32939013533835,NA,"Macaca_fascicularis","thyroid","GSE125483"
"14","ENSMFAG00000000448","+","SGCE","chr3",117391650,117391677,NA,NA,3.71677093787e-05,0.00443224934341,"0.788,0.807,0.79","0.915,0.886,0.816","SE","3","SGCE",24.0256723676908,28.4679668141724,25.7232240411298,35.2445406333003,32.8555611625372,35.5644132973241,33.0923069149323,27.5348191904526,NA,"Macaca_fascicularis","thyroid","GSE125483"
"15","ENSMFAG00000000526","+","PPCDC","chr7",53117476,53117572,NA,NA,1.17319867413e-05,0.00199467006259,"1.0,1.0,1.0","1.0,0.0,0.748","SE","7","PPCDC",6.12674762486002,6.61871314371034,6.7469857864875,6.06374451399776,6.64304598432251,4.02724083016051,5.5698994959562,6.50559313189001,NA,"Macaca_fascicularis","thyroid","GSE125483"
"16","ENSMFAG00000000526","+","PPCDC","chr7",53100907,53101114,NA,NA,6.00193733491e-06,0.00124927597473,"1.0,1.0,1.0","1.0,0.78,0.857","SE","7","PPCDC",6.12674762486002,6.61871314371034,6.7469857864875,6.06374451399776,6.64304598432251,4.02724083016051,5.5698994959562,6.50559313189001,NA,"Macaca_fascicularis","thyroid","GSE125483"
"17","ENSMFAG00000000583","-","EXOC7","chr16",73444709,73444802,NA,NA,2.77433714557e-07,0.000156199729389,"0.018,0.015,0.028","0.014,0.067,0.071","SE","16","EXOC7",16.6908163070258,18.0073972115276,18.7518315142211,16.1326772488228,20.0938239286118,14.8704192045583,16.3368312216362,18.5121572499529,NA,"Macaca_fascicularis","thyroid","GSE125483"
"18","ENSMFAG00000000583","-","EXOC7","chr16",73443909,73443978,NA,NA,8.50080792847e-06,0.00162195415275,"1.0,1.0,1.0","1.0,0.734,1.0","SE","16","EXOC7",16.6908163070258,18.0073972115276,18.7518315142211,16.1326772488228,20.0938239286118,14.8704192045583,16.3368312216362,18.5121572499529,NA,"Macaca_fascicularis","thyroid","GSE125483"
"19","ENSMFAG00000000597","-",NA,"chr15",8345433,8345479,NA,NA,2.39892587653e-05,0.00333806471462,"1.0,1.0,1.0","0.684,0.967,0.809","SE","15","ENSMFAG00000000597",13.330386,12.83774,11.812106,13.287236,12.642138,13.061798,13.062258,12.5948766666667,NA,"Macaca_fascicularis","thyroid","GSE125483"
"20","ENSMFAG00000000614","+","ADGRE5","chr19",14768943,14769075,NA,NA,4.2095202053e-05,0.00488418114631,"0.817,0.722,0.743","0.794,0.889,0.896","SE","19","ADGRE5",21.3944038415493,33.3925921684724,31.4865763447996,40.551630842091,34.0464567822319,22.4305120471289,32.1249116858974,28.9758123228603,NA,"Macaca_fascicularis","thyroid","GSE125483"
"21","ENSMFAG00000000614","+","ADGRE5","chr19",14769677,14769824,NA,NA,0.000670733233741,0.036219594622,"0.683,0.602,0.687","0.54,0.399,0.543","SE","19","ADGRE5",21.3944038415493,33.3925921684724,31.4865763447996,40.551630842091,34.0464567822319,22.4305120471289,32.1249116858974,28.9758123228603,NA,"Macaca_fascicularis","thyroid","GSE125483"
"22","ENSMFAG00000000627","-","MTFMT","chr7",42495545,42495624,42506596,42506688,8.87175605496e-05,0.0243316124396,"0.816,0.981,0.832","0.944,1.0,0.972","MXE","7","MTFMT",8.843392,8.503651,9.292212,10.281807,10.772804,8.713611,9.16635633333333,9.636136,NA,"Macaca_fascicularis","thyroid","GSE125483"
"23","ENSMFAG00000000656","-","PPIP5K1","chr7",20522838,20522901,NA,NA,7.77719487699e-08,1.7576460422e-05,"1.0,1.0,1.0","0.599,0.008,1.0","RI","7","PPIP5K1",8.25696437125749,11.2343739614105,8.72748412840985,6.67944947837658,7.85012738722555,11.310669908849,9.74149778287869,8.27819196229763,NA,"Macaca_fascicularis","thyroid","GSE125483"
"24","ENSMFAG00000000659","+","CCDC65","chr11",47744678,47744897,NA,NA,0.000517672081201,0.0300669122904,"1.0,1.0,1.0","0.461,1.0,0.479","SE","11","CCDC65",0.773737368156705,0.591199774987444,1.47139494726268,1.20140665494726,1.83656917428428,1.50476263485686,1.09912302159719,1.36056716323456,NA,"Macaca_fascicularis","thyroid","GSE125483"
"25","ENSMFAG00000000659","+","CCDC65","chr11",47742955,47743094,NA,NA,0.000779207549407,0.0406703709374,"1.0,0.815,1.0","1.0,0.548,1.0","SE","11","CCDC65",0.773737368156705,0.591199774987444,1.47139494726268,1.20140665494726,1.83656917428428,1.50476263485686,1.09912302159719,1.36056716323456,NA,"Macaca_fascicularis","thyroid","GSE125483"
"26","ENSMFAG00000000700","-",NA,"chr15",110469113,110469196,NA,NA,0.000297124345442,0.0204088770397,"0.959,0.892,0.894","0.974,0.953,1.0","SE","15","ENSMFAG00000000700",19.583918,21.776121,14.682208,19.790783,14.615235,13.119898,18.228934,16.293787,NA,"Macaca_fascicularis","thyroid","GSE125483"
