"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474152","FPKM.SRR8474164","FPKM.SRR8474176","FPKM.SRR8474188","FPKM.SRR8474199","FPKM.SRR8474217","..files.adrenal_mean_female","..files.adrenal_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMFAG00000000075","-","RNF25","chr12",108344297,108344390,NA,NA,0.000818907828644,0.0327471462671,"0.974,1.0,0.93","0.981,1.0,1.0","SE","12","RNF25",12.417479,15.01624,17.43713,15.530171,16.459021,18.900785,16.4823986666667,15.4378766666667,NA,"Macaca_fascicularis","adrenal","GSE125483"
"2","ENSMFAG00000000094","-","DYNC1I1","chr3",115955592,115955739,NA,NA,0.000541228015084,0.0240451132108,"1.0,0.945,1.0","0.892,1.0,1.0","SE","3","DYNC1I1",12.3092664564015,16.4380598485751,7.45632338919609,20.7203161760953,18.9148016286687,7.31054657252233,14.8229741990642,12.8934638247554,NA,"Macaca_fascicularis","adrenal","GSE125483"
"3","ENSMFAG00000000094","-","DYNC1I1","chr3",116146582,116146642,NA,NA,0.00104300635865,0.038902201203,"1.0,0.938,0.927","0.734,1.0,0.923","SE","3","DYNC1I1",12.3092664564015,16.4380598485751,7.45632338919609,20.7203161760953,18.9148016286687,7.31054657252233,14.8229741990642,12.8934638247554,NA,"Macaca_fascicularis","adrenal","GSE125483"
"4","ENSMFAG00000000114","-","SLFN13","chr16",31813822,31813954,NA,NA,4.82548069058e-07,9.69650185518e-05,"1.0,1.0,1.0","0.684,0.691,1.0","SE","16","SLFN13",10.043022,0.786292,8.428264,1.381435,2.355502,3.362951,1.84355933333333,6.94226266666667,NA,"Macaca_fascicularis","adrenal","GSE125483"
"5","ENSMFAG00000000145","+","SLC25A3","chr11",102303709,102303834,NA,NA,0.00110141576603,0.0403853144777,"0.011,0.035,0.002","0.001,0.01,0.007","SE","11","SLC25A3",541.868751555195,520.320236665584,556.302005519481,433.235578866883,589.879242487013,596.985364165584,516.84705989935,562.68333318723,NA,"Macaca_fascicularis","adrenal","GSE125483"
"6","ENSMFAG00000000146","+","BAG6","chr4",139233078,139233138,NA,NA,6.33674045801e-05,0.00494655855263,"0.94,0.927,0.911","0.955,0.979,0.957","SE","4","BAG6",52.2734298567095,50.9550253012835,48.5793728189032,49.1646389393232,73.2765361547258,48.8380262693115,49.6525635033061,58.0431129434462,NA,"Macaca_fascicularis","adrenal","GSE125483"
"7","ENSMFAG00000000178","-","SIRT5","chr4",157215277,157215331,157216683,157216771,0.000200646075543,0.0236819099693,"0.224,0.218,0.0","0.024,0.0,0.083","MXE","4","SIRT5",4.94111947045814,4.53522319810427,3.70835407456556,5.28517923033175,4.17291240063191,3.2404455778831,4.35361600210637,4.27412864855187,NA,"Macaca_fascicularis","adrenal","GSE125483"
"8","ENSMFAG00000000196","+",NA,"chr13",13184167,13184359,NA,NA,8.48297695089e-07,0.000158567553458,"0.043,0.065,0.021","0.006,0.028,0.0","SE","13","ENSMFAG00000000196",9.11963268719668,1.29932369284391,4.86105499144092,6.37872771931527,5.6713309883526,0.810361951557399,2.82947112123886,6.55067288899673,NA,"Macaca_fascicularis","adrenal","GSE125483"
"9","ENSMFAG00000000225","-","PARP6","chr7",50082957,50083027,NA,NA,0,0,"0.169,0.219,0.19","0.03,0.057,0.033","SE","7","PARP6",20.117070203417,21.666662412173,20.2682304017619,24.7989611828617,24.6927466906033,16.8782281433529,21.1146172461292,21.6926824319274,NA,"Macaca_fascicularis","adrenal","GSE125483"
"10","ENSMFAG00000000238","+","ARMC2","chr4",12862209,12862309,NA,NA,0.0011181056029,0.0408502423169,"1.0,1.0,0.669","1.0,1.0,1.0","SE","4","ARMC2",1.750036,1.131734,1.397793,2.002285,1.261056,1.1656,1.43320633333333,1.46962833333333,NA,"Macaca_fascicularis","adrenal","GSE125483"
"11","ENSMFAG00000000238","+","ARMC2","chr4",12782694,12782767,NA,NA,0.000404567065875,0.0193558669091,"1.0,1.0,0.798","0.697,1.0,1.0","SE","4","ARMC2",1.750036,1.131734,1.397793,2.002285,1.261056,1.1656,1.43320633333333,1.46962833333333,NA,"Macaca_fascicularis","adrenal","GSE125483"
"12","ENSMFAG00000000260","-","UBE2D4","chr3",76491267,76491345,NA,NA,0.000907317751445,0.0353189576602,"0.987,0.965,0.933","0.898,0.875,0.931","SE","3","UBE2D4",9.35054021457906,8.62302821457906,11.3857323308522,10.2527413205852,10.111293764117,6.3646560551848,8.41347519678302,10.2825221031828,NA,"Macaca_fascicularis","adrenal","GSE125483"
"13","ENSMFAG00000000267","+","ABRAXAS1","chr5",50914952,50915072,NA,NA,0.000286138882503,0.0149831452954,"1.0,1.0,0.926","0.817,0.899,0.937","SE","5","ABRAXAS1",6.96102267213755,7.51172018796405,4.56517775029308,8.2035353985932,5.54721485228605,8.10425155490426,7.9398357138205,5.69113842490556,NA,"Macaca_fascicularis","adrenal","GSE125483"
"14","ENSMFAG00000000278","+","RABEP2","chr20",27431949,27432063,NA,NA,8.33418887929e-05,0.00613163630796,"1.0,1.0,0.903","1.0,1.0,1.0","SE","20","RABEP2",10.3389111673307,7.22551583836084,11.7219397461582,4.27522478087649,9.75065821343199,4.8101289123506,5.43695651052931,10.6038363756403,NA,"Macaca_fascicularis","adrenal","GSE125483"
"15","ENSMFAG00000000325","-",NA,"chr15",38762904,38763057,NA,NA,5.38661143303e-05,0.00437932986437,"1.0,1.0,0.955","1.0,1.0,1.0","SE","15","ENSMFAG00000000325",41.7564675976628,48.1115706535893,16.5502203590985,25.0187372143573,69.2583913136895,88.8360967888147,53.9888015522538,42.5216930901503,NA,"Macaca_fascicularis","adrenal","GSE125483"
"16","ENSMFAG00000000325","-",NA,"chr15",38770819,38770967,NA,NA,2.86299650654e-08,8.29263069205e-06,"0.946,1.0,0.822","0.981,1.0,1.0","SE","15","ENSMFAG00000000325",41.7564675976628,48.1115706535893,16.5502203590985,25.0187372143573,69.2583913136895,88.8360967888147,53.9888015522538,42.5216930901503,NA,"Macaca_fascicularis","adrenal","GSE125483"
"17","ENSMFAG00000000325","-",NA,"chr15",38730709,38730793,NA,NA,0.00122838607834,0.0435914357668,"0.975,1.0,1.0","0.975,1.0,0.964","SE","15","ENSMFAG00000000325",41.7564675976628,48.1115706535893,16.5502203590985,25.0187372143573,69.2583913136895,88.8360967888147,53.9888015522538,42.5216930901503,NA,"Macaca_fascicularis","adrenal","GSE125483"
"18","ENSMFAG00000000327","+","GRK4","chr5",3082067,3082145,3124512,3124721,6.24569801727e-05,0.0108631364596,"0.015,0.0,0.0","0.033,0.058,0.057","MXE","5","GRK4",14.9737188425926,13.2976947098765,9.31630018055556,12.4700862314815,12.3884590138889,5.47752610339506,10.415102348251,12.226159345679,NA,"Macaca_fascicularis","adrenal","GSE125483"
"19","ENSMFAG00000000327","+","GRK4","chr5",3117552,3117590,NA,NA,0.000219604345989,0.0124434574849,"0.813,0.695,0.911","1.0,1.0,0.746","SE","5","GRK4",14.9737188425926,13.2976947098765,9.31630018055556,12.4700862314815,12.3884590138889,5.47752610339506,10.415102348251,12.226159345679,NA,"Macaca_fascicularis","adrenal","GSE125483"
