"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474153","FPKM.SRR8474165","FPKM.SRR8474177","FPKM.SRR8474189","FPKM.SRR8474200","FPKM.SRR8474218","..files.brain_mean_female","..files.brain_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMFAG00000000062","-","TBC1D9B","chr6",179864228,179864279,NA,NA,0.000513756993863,0.0336563845304,"0.786,0.804,0.649","0.886,1.0,0.835","SE","6","TBC1D9B",19.5061031399585,22.394813800784,16.6603176886096,23.2212821354623,24.6402724347475,18.9077667067097,21.5079542143187,20.2688977544385,NA,"Macaca_fascicularis","brain","GSE125483"
"2","ENSMFAG00000000168","-","C1RL","chr11",7532305,7532431,NA,NA,0.000138833850488,0.0127456936858,"1.0,1.0,1.0","0.783,1.0,0.862","SE","11","C1RL",0.917100985738734,1.98776608271535,0.287093387335995,2.31694398916144,2.62539360410724,0.960200835710211,1.754970302529,1.27652932572732,NA,"Macaca_fascicularis","brain","GSE125483"
"3","ENSMFAG00000000176","-","CTBP1","chr5",1196212,1196340,NA,NA,0.000670555410321,0.0402991106062,"0.964,0.943,0.954","0.99,0.968,0.967","SE","5","CTBP1",89.3627964963067,95.0494072469223,105.565758697503,75.5589173830461,90.3158077361942,106.038331018291,92.2155518827531,95.0814543100013,NA,"Macaca_fascicularis","brain","GSE125483"
"4","ENSMFAG00000000201","-","NIPA2","chr7",844721,844778,NA,NA,1.43949720426e-05,0.00270230773555,"0.99,0.988,1.0","0.945,1.0,0.945","SE","7","NIPA2",29.3209540413547,30.2755767087344,1.17170189518717,30.4282325953654,24.6392833675579,5.52366521925134,22.075824841117,18.3773131013666,NA,"Macaca_fascicularis","brain","GSE125483"
"5","ENSMFAG00000000220","+","MFF","chr12",117125885,117126103,NA,NA,0.000786668096105,0.0444467474299,"0.981,0.964,0.964","0.992,1.0,0.879","SE","12","MFF",98.8783486684374,97.3598985281098,69.3751028937583,51.182778982293,90.6439295577689,99.2952052067287,82.6126275723772,86.2991270399882,NA,"Macaca_fascicularis","brain","GSE125483"
"6","ENSMFAG00000000327","+","GRK4","chr5",3094162,3094266,NA,NA,0.000110672060893,0.011072596992,"1.0,0.747,0.83","1.0,1.0,1.0","SE","5","GRK4",9.09253473919753,10.0744493348765,17.538238683642,7.29011775308642,12.7921547993827,12.1287553425926,9.83110747685184,13.1409760740741,NA,"Macaca_fascicularis","brain","GSE125483"
"7","ENSMFAG00000000327","+","GRK4","chr5",3094162,3094266,NA,NA,0.000756271262995,0.0432188603764,"1.0,1.0,1.0","1.0,1.0,0.842","SE","5","GRK4",9.09253473919753,10.0744493348765,17.538238683642,7.29011775308642,12.7921547993827,12.1287553425926,9.83110747685184,13.1409760740741,NA,"Macaca_fascicularis","brain","GSE125483"
"8","ENSMFAG00000000327","+","GRK4","chr5",3097087,3097180,NA,NA,0.000234543836271,0.0186126525706,"1.0,0.11,0.684","1.0,1.0,1.0","SE","5","GRK4",9.09253473919753,10.0744493348765,17.538238683642,7.29011775308642,12.7921547993827,12.1287553425926,9.83110747685184,13.1409760740741,NA,"Macaca_fascicularis","brain","GSE125483"
"9","ENSMFAG00000000327","+","GRK4","chr5",3097087,3097180,NA,NA,5.99703951276e-07,0.000225159815771,"0.464,0.0,1.0","1.0,1.0,1.0","SE","5","GRK4",9.09253473919753,10.0744493348765,17.538238683642,7.29011775308642,12.7921547993827,12.1287553425926,9.83110747685184,13.1409760740741,NA,"Macaca_fascicularis","brain","GSE125483"
"10","ENSMFAG00000000327","+","GRK4","chr5",3129840,3129978,NA,NA,4.781983588e-05,0.00609884462088,"1.0,1.0,1.0","1.0,1.0,0.883","SE","5","GRK4",9.09253473919753,10.0744493348765,17.538238683642,7.29011775308642,12.7921547993827,12.1287553425926,9.83110747685184,13.1409760740741,NA,"Macaca_fascicularis","brain","GSE125483"
