"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474234","FPKM.SRR8474244","FPKM.SRR8474264","FPKM.SRR8474275","FPKM.SRR8474286","FPKM.SRR8474297","..files.muscle_mean_female","..files.muscle_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSCAFG00000000009","+","SLC66A2","chr1",772466,772520,NA,NA,1.79538939271e-10,2.47488443154e-07,"0.882,0.897,0.946","0.973,1.0,0.995","SE","1","SLC66A2",5.75565652270036,4.6893341547572,5.47395748677458,5.90286440110541,7.01803797868141,5.86215905408606,6.08255066271878,5.48478586998289,NA,"dog","muscle","GSE125483"
"2","ENSCAFG00000000073","-","ZCCHC2","chr1",14373596,14373668,NA,NA,0.000242882534307,0.0180394384825,"0.899,1.0,0.861","1.0,1.0,1.0","SE","1","ZCCHC2",4.641777,4.124683,3.935137,3.265805,4.597648,3.386775,4.39152066666667,3.592421,NA,"dog","muscle","GSE125483"
"3","ENSCAFG00000000150","-","POLI","chr1",21182786,21182939,NA,NA,0.000818323342649,0.0413703465916,"0.758,1.0,1.0","1.0,1.0,1.0","SE","1","POLI",3.005621,4.64445,2.182945,4.62196,2.518106,3.488192,2.56889066666667,4.251534,NA,"dog","muscle","GSE125483"
"4","ENSCAFG00000000197","+","COMMD10","chr11",5808286,5808442,NA,NA,0.000781670813459,0.0398093778569,"0.946,1.0,0.91","0.973,1.0,1.0","SE","11","COMMD10",12.9303664175926,12.9258241444444,10.5040040814815,12.3214160018519,9.29240050740741,12.9767574546296,10.9089236688272,12.741332533642,NA,"dog","muscle","GSE125483"
"5","ENSCAFG00000000215","-",NA,"chr10",1406317,1406371,NA,NA,0.000354514645171,0.0235700942707,"0.971,0.987,0.958","0.995,0.978,0.989","SE","10","ENSCAFG00000000215",64.536974658729,79.8322831272562,69.1925391167905,85.6043623817685,64.5700091921735,80.6945571912635,66.099840989231,82.0437342334294,NA,"dog","muscle","GSE125483"
"6","ENSCAFG00000000366","+","SASH1","chr1",39404435,39404489,NA,NA,0.000264347232334,0.0191115654649,"0.114,0.245,0.171","0.159,0.0,0.0","SE","1","SASH1",2.29938883283582,1.21929666507463,1.95946431477612,0.958528617761194,2.69179116895522,1.13793188880597,2.31688143885572,1.10525239054726,NA,"dog","muscle","GSE125483"
"7","ENSCAFG00000000414","+","ATAT1","chr12",450757,450826,NA,NA,0.000303113704082,0.021031818991,"0.861,1.0,0.415","1.0,1.0,0.934","SE","12","ATAT1",1.8170016668802,1.14001491351698,1.51611313452915,1.54899259064702,1.84717941255605,1.46641965855221,1.72676473798847,1.38514238757207,NA,"dog","muscle","GSE125483"
"8","ENSCAFG00000000435","-","BEST3","chr10",11635518,11635688,NA,NA,3.53001760904e-05,0.00470904349046,"0.817,1.0,1.0","1.0,0.941,1.0","SE","10","BEST3",4.65350459887006,2.52695746384181,4.39388333079096,4.18868329858757,4.2931926838983,3.43766806723164,4.44686020451977,3.38443627655367,NA,"dog","muscle","GSE125483"
"9","ENSCAFG00000000435","-","BEST3","chr10",11632267,11632362,NA,NA,0.00033399025669,0.0226423493035,"0.62,1.0,1.0","1.0,0.848,1.0","SE","10","BEST3",4.65350459887006,2.52695746384181,4.39388333079096,4.18868329858757,4.2931926838983,3.43766806723164,4.44686020451977,3.38443627655367,NA,"dog","muscle","GSE125483"
"10","ENSCAFG00000000612","+","SBF1","chr10",16834500,16834521,NA,NA,1.08974172864e-05,0.0010576978601,"0.925,0.903,1.0","1.0,1.0,1.0","A3SS","10","SBF1",8.09287310359516,4.33670481785653,7.96234303186233,10.5862150270915,8.18029677662294,6.0631167113648,8.07850430402681,6.99534551877094,NA,"dog","muscle","GSE125483"
"11","ENSCAFG00000000620","-","PPP6R2","chr10",16866390,16866528,NA,NA,0.000587905553707,0.0330820521432,"0.815,0.876,0.868","0.905,0.904,0.932","SE","10","PPP6R2",14.236669743177,10.9288954840215,12.439764829951,17.6924182302309,11.7770967445766,13.1518908840681,12.8178437725682,13.9244015327735,NA,"dog","muscle","GSE125483"
"12","ENSCAFG00000000629","+","DENND6B","chr10",16945563,16945626,NA,NA,0.000227159540839,0.017079919367,"0.861,0.864,0.514","1.0,1.0,0.932","SE","10","DENND6B",1.78767154802681,0.964785,1.10035809530901,1.031162,1.17979360908414,1.0768617732688,1.35594108413999,1.0242695910896,NA,"dog","muscle","GSE125483"
"13","ENSCAFG00000000636","-","VARS","chr12",1256359,1256491,NA,NA,0.00106907513057,0.0350327696633,"0.006,0.01,0.036","0.154,0.044,0.004","RI","12","VARS",14.7282497873628,12.0280977387408,10.7237526327582,17.5194950298006,12.7688600051535,14.3192719818508,12.7402874750915,14.6222882501307,NA,"dog","muscle","GSE125483"
"14","ENSCAFG00000000803","+","DLA-DRA","chr12",2133636,2133737,NA,NA,0.000924952020273,0.0441705179846,"0.052,0.0,0.113","0.0,0.0,0.0","SE","12","DLA-DRA",6.5134311743404,2.40534073564408,4.66210192860838,2.40125185514744,4.01242132229695,1.19690957578893,5.06265147508191,2.00116738886015,NA,"dog","muscle","GSE125483"
"15","ENSCAFG00000000875","-","TAF2","chr13",18804229,18804371,NA,NA,0.000317422091078,0.0218051049077,"0.707,1.0,0.571","1.0,1.0,0.769","SE","13","TAF2",2.47751776250972,2.83538034430905,2.25176917811771,2.47304245112782,2.09563355250194,1.79502084521649,2.27497349770979,2.36781454688445,NA,"dog","muscle","GSE125483"
"16","ENSCAFG00000000938","-","MCM9","chr1",58774506,58774710,NA,NA,0.000345248196915,0.0230280547342,"0.557,1.0,1.0","1.0,1.0,1.0","SE","1","MCM9",0.818722975588492,0.620404,0.355611,0.445194,0.646439,0.463455,0.606924325196164,0.509684333333333,NA,"dog","muscle","GSE125483"
"17","ENSCAFG00000001016","-","TRDN","chr1",62449380,62449407,62469991,62470030,5.67041275118e-05,0.0157141030274,"0.899,0.949,0.925","0.947,0.963,0.951","MXE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"18","ENSCAFG00000001016","-","TRDN","chr1",62469991,62470030,NA,NA,2.05064636161e-07,9.02153506787e-05,"0.854,0.933,0.892","0.943,0.934,0.927","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"19","ENSCAFG00000001016","-","TRDN","chr1",62449380,62449407,NA,NA,2.01602938275e-05,0.00313424357497,"0.968,0.993,0.993","1.0,1.0,1.0","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"20","ENSCAFG00000001016","-","TRDN","chr1",62469991,62470030,NA,NA,6.8481886828e-12,1.25554461642e-08,"0.549,0.737,0.751","1.0,1.0,1.0","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"21","ENSCAFG00000001016","-","TRDN","chr1",62488461,62488512,NA,NA,2.99760216649e-15,1.23962839993e-11,"1.0,1.0,0.958","0.953,1.0,0.925","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"22","ENSCAFG00000001016","-","TRDN","chr1",62469991,62470030,NA,NA,3.30846461338e-14,1.14015204685e-10,"1.0,1.0,0.947","0.95,1.0,0.929","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"23","ENSCAFG00000001016","-","TRDN","chr1",62655666,62655720,NA,NA,0,0,"0.993,0.998,0.996","0.935,0.993,0.955","SE","1","TRDN",136.109906169286,184.489309607619,151.496074967381,154.375246908333,132.370910850714,105.201221042857,139.992297329127,148.021925852936,NA,"dog","muscle","GSE125483"
"24","ENSCAFG00000001050","-","MTSS1","chr13",22638642,22638837,22639690,22639810,1.03250434967e-05,0.00560649861871,"0.122,0.139,0.266","0.065,0.0,0.0","MXE","13","MTSS1",3.14049832225914,1.46349660797342,3.600975,1.91938443438538,1.61327733762458,1.57150551951827,2.78491688662791,1.65146218729236,NA,"dog","muscle","GSE125483"
"25","ENSCAFG00000001076","-","H2AFY","chr11",23386456,23386547,23388272,23388372,1.78501568585e-05,0.00848105577739,"0.048,0.049,0.046","0.02,0.024,0.016","MXE","11","H2AFY",8.62273052921586,10.0334151622767,9.53580586194369,10.2383275431426,7.82469300121102,8.68279439993945,8.66107646412352,9.65151236845292,NA,"dog","muscle","GSE125483"
"26","ENSCAFG00000001076","-","H2AFY","chr11",23386456,23386547,NA,NA,9.22934141334e-08,5.02729430688e-05,"0.905,0.932,0.918","1.0,0.981,0.979","SE","11","H2AFY",8.62273052921586,10.0334151622767,9.53580586194369,10.2383275431426,7.82469300121102,8.68279439993945,8.66107646412352,9.65151236845292,NA,"dog","muscle","GSE125483"
"27","ENSCAFG00000001096","-","ASAP1","chr13",27136167,27136338,NA,NA,1.0477987093e-05,0.00198764531305,"0.802,0.866,0.739","1.0,1.0,0.93","SE","13","ASAP1",2.87969804681842,1.86230581350233,3.06221888954992,1.99680455276772,2.01577250439731,1.94415106078634,2.65256314692188,1.93442047568546,NA,"dog","muscle","GSE125483"
"28","ENSCAFG00000001217","-","PTK2","chr13",35393543,35393582,NA,NA,0.000872642917749,0.0425557490809,"0.113,0.0,0.108","0.041,0.0,0.031","SE","13","PTK2",8.79225800385109,6.42946085699615,7.96700061720154,7.25999159691913,7.11489577946085,6.4142387915276,7.95805146683783,6.70123041514763,NA,"dog","muscle","GSE125483"
"29","ENSCAFG00000001331","+","TUT7","chr1",73442144,73442222,NA,NA,0.000102560709771,0.00990956913988,"0.933,0.815,0.861","1.0,1.0,1.0","SE","1","TUT7",2.92720200432986,2.91685202952175,3.4318202347963,2.28868614131077,2.36141442590041,2.17418062881323,2.90681222167552,2.45990626654858,NA,"dog","muscle","GSE125483"
