"","id","strand","symbol.x","chr.x","as_site1","as_site2","as_site3","as_site4","as_pvalue","fdr","IncLevel1","IncLevel2","as_type","chr.y","symbol.y","FPKM.SRR8474317","FPKM.SRR8474325","FPKM.SRR8474334","FPKM.SRR8474343","FPKM.SRR8474353","FPKM.SRR8474363","..files.skin_mean_female","..files.skin_mean_male","Remark","Organism","Tissue","GEO_accession"
"1","ENSMUSG00000000134","+","Tfe3","chrX",7769547,7770773,NA,NA,0.00108266353109,0.0233425328689,"0.126,0.088,0.074","0.053,0.078,0.058","RI","X","Tfe3",6.13100616553288,3.60608818172983,4.57570231022568,4.79859182064572,2.94230258071483,4.03494903865673,4.5496703521578,4.14654301367743,NA,"mus","skin","GSE125483"
"2","ENSMUSG00000000244","+","Tspan32","chr7",143017200,143017284,NA,NA,0.000707373788481,0.0263975604964,"0.551,0.195,0.478","1.0,0.579,1.0","SE","7","Tspan32",1.59262330654475,0.23473610603144,1.06731150882259,0.502412589669554,0.929898332370869,0.539750337985242,1.19661104924607,0.425633011228745,NA,"mus","skin","GSE125483"
"3","ENSMUSG00000000420","+","Galnt1","chr18",24254517,24254684,NA,NA,0.00124771946731,0.0384077514546,"0.925,0.994,1.0","1.0,1.0,1.0","SE","18","Galnt1",18.5151915821707,15.3430494140243,23.0006794281573,16.5134116010147,26.6253785582533,15.4089178506976,22.7137498561938,15.7551262885789,NA,"mus","skin","GSE125483"
"4","ENSMUSG00000000530","+","Acvrl1","chr15",101134606,101134644,NA,NA,2.73969255171e-07,4.11701071634e-05,"1.0,0.723,1.0","0.477,0.585,0.352","A3SS","15","Acvrl1",8.27922101688159,4.06885776834701,3.51840744173505,7.96982896060961,4.56371097280188,4.64388740328253,5.45377981047284,5.56085804407972,NA,"mus","skin","GSE125483"
"5","ENSMUSG00000000538","-","Tom1l2","chr11",60232897,60232957,NA,NA,2.4963125167e-07,8.18487922142e-05,"0.977,1.0,1.0","0.878,0.899,0.859","SE","11","Tom1l2",11.5871061546098,13.3778325747376,10.294186731173,13.3293362988361,7.65180187962118,13.3790632725924,9.84436492180133,13.3620773820554,NA,"mus","skin","GSE125483"
"6","ENSMUSG00000000600","+","Krit1","chr5",3822243,3823633,NA,NA,0.00140458061958,0.0280916123916,"0.182,0.194,0.195","0.132,0.148,0.107","RI","5","Krit1",2.17435852239967,1.72935882469226,2.0805140239784,1.75257019434403,2.20997709692033,1.6069678805656,2.15494988109947,1.69629896653396,NA,"mus","skin","GSE125483"
"7","ENSMUSG00000000693","+","Loxl3","chr6",83044114,83044171,NA,NA,0.000627223487122,0.0243245811135,"0.217,0.526,0.0","0.156,0.0,0.0","SE","6","Loxl3",4.75842328242451,1.09275617857919,2.53016655203128,1.66335352791658,1.74349249706713,1.79150810471432,3.01069411050764,1.5158726037367,NA,"mus","skin","GSE125483"
"8","ENSMUSG00000000804","-","Usp32","chr11",85036521,85036479,NA,NA,0.000682223538938,0.0160151975766,"0.0,0.038,0.136","0.152,0.129,0.092","A5SS","11","Usp32",9.04507244479167,8.89046881822917,10.6394468102865,9.18827051914062,12.5656526652344,7.37174461210938,10.7500573067709,8.48349464982639,NA,"mus","skin","GSE125483"
"9","ENSMUSG00000000823","-","Zfp512b","chr2",181590469,181590612,NA,NA,1.90508252085e-06,0.000375672675082,"1.0,0.917,1.0","0.921,0.734,0.629","SE","2","Zfp512b",8.66938354493392,6.51575324669604,7.453519710279,9.78853592202643,6.0435723671072,8.47080994493392,7.38882520744004,8.2583663712188,NA,"mus","skin","GSE125483"
"10","ENSMUSG00000000838","+","Fmr1","chrX",68715513,68715564,NA,NA,0.000228804706195,0.00771865672123,"0.098,0.006,0.0","0.005,0.006,0.008","A3SS","X","Fmr1",8.40208006457729,7.37734071782289,14.1545057487174,7.06975143129601,12.9307199065358,6.48813764298461,11.8291019066102,6.97840993070117,NA,"mus","skin","GSE125483"
"11","ENSMUSG00000000901","-","Mmp11","chr10",75923490,75923958,NA,NA,2.45729127635e-06,0.000266791624289,"0.844,1.0,0.902","1.0,1.0,1.0","RI","10","Mmp11",8.14378007955364,2.93075252987761,2.28838294888409,2.63774142224622,3.42061110763139,2.94421763714903,4.61759137868971,2.83757052975762,NA,"mus","skin","GSE125483"
"12","ENSMUSG00000000976","+","Heatr6","chr11",83777237,83777256,NA,NA,1.79394681293e-05,0.00105400977501,"0.883,0.863,0.664","0.972,1.0,1.0","A3SS","11","Heatr6",4.65746254883938,4.2344675549151,4.17522485355974,4.24991393659448,3.38152333837046,2.77322127029132,4.07140358025653,3.75253425393363,NA,"mus","skin","GSE125483"
"13","ENSMUSG00000001017","-","Chtop","chr3",90507258,90506261,NA,NA,1.12802700507e-05,0.000745851455752,"0.479,0.487,0.546","0.387,0.386,0.35","A3SS","3","Chtop",14.9683001069563,12.6694661476492,10.9394539760792,12.3284207233984,22.0874375042618,13.4923694085785,15.9983971957658,12.830085426542,NA,"mus","skin","GSE125483"
"14","ENSMUSG00000001017","-","Chtop","chr3",90506261,90507544,NA,NA,0.000217794772362,0.00743928211214,"0.485,0.478,0.531","0.396,0.41,0.363","RI","3","Chtop",14.9683001069563,12.6694661476492,10.9394539760792,12.3284207233984,22.0874375042618,13.4923694085785,15.9983971957658,12.830085426542,NA,"mus","skin","GSE125483"
"15","ENSMUSG00000001036","-","Epn2","chr11",61534577,61534613,NA,NA,0.00050921786648,0.0209571068219,"0.0,0.09,0.072","0.152,0.145,0.066","SE","11","Epn2",15.5980663925019,11.4181528092961,16.399422099847,16.7590800682861,14.8044385262051,11.723379033091,15.600642339518,13.3002039702244,NA,"mus","skin","GSE125483"
"16","ENSMUSG00000001036","-","Epn2","chr11",61565821,61565894,NA,NA,2.29557507498e-05,0.0023322180574,"0.0,0.027,0.0","0.122,0.0,0.206","SE","11","Epn2",15.5980663925019,11.4181528092961,16.399422099847,16.7590800682861,14.8044385262051,11.723379033091,15.600642339518,13.3002039702244,NA,"mus","skin","GSE125483"
"17","ENSMUSG00000001036","-","Epn2","chr11",61553509,61553579,NA,NA,5.28353135373e-05,0.0043750691919,"1.0,0.834,1.0","0.531,1.0,0.287","SE","11","Epn2",15.5980663925019,11.4181528092961,16.399422099847,16.7590800682861,14.8044385262051,11.723379033091,15.600642339518,13.3002039702244,NA,"mus","skin","GSE125483"
"18","ENSMUSG00000001082","-","Mfsd10","chr5",34634699,34634644,NA,NA,0.00301143616504,0.0480956906359,"0.944,0.849,1.0","1.0,0.973,1.0","A3SS","5","Mfsd10",4.61667015964064,4.45784302557014,3.86131610953697,5.0058780577056,3.08736115860401,4.58726869730477,3.85511580926054,4.6836632601935,NA,"mus","skin","GSE125483"
"19","ENSMUSG00000001082","-","Mfsd10","chr5",34634644,34634850,NA,NA,0.000314275008097,0.00945936658035,"0.914,0.715,1.0","1.0,0.96,1.0","RI","5","Mfsd10",4.61667015964064,4.45784302557014,3.86131610953697,5.0058780577056,3.08736115860401,4.58726869730477,3.85511580926054,4.6836632601935,NA,"mus","skin","GSE125483"
"20","ENSMUSG00000001082","-","Mfsd10","chr5",34635767,34635742,NA,NA,0.0029787693498,0.0478049100507,"1.0,0.969,1.0","0.902,0.92,1.0","A3SS","5","Mfsd10",4.61667015964064,4.45784302557014,3.86131610953697,5.0058780577056,3.08736115860401,4.58726869730477,3.85511580926054,4.6836632601935,NA,"mus","skin","GSE125483"
"21","ENSMUSG00000001143","-","Lman2l","chr1",36444036,36444142,NA,NA,7.75210691315e-05,0.00577009919488,"0.108,0.031,0.039","0.008,0.017,0.0","SE","1","Lman2l",4.74284626756353,4.6028621475744,4.06171420111428,3.33980173855143,4.08144151583096,3.59459436105449,4.29533399483626,3.84575274906011,NA,"mus","skin","GSE125483"
"22","ENSMUSG00000001151","-","Pcnt","chr10",76380216,76380162,NA,NA,1.6869667205e-05,0.00132005145879,"0.133,0.152,0.0","0.021,0.0,0.015","A5SS","10","Pcnt",4.60669262111239,4.89950748922166,5.20366404410071,5.02795415764357,4.13248888357742,4.70449762465032,4.64761518293017,4.87731975717185,NA,"mus","skin","GSE125483"
"23","ENSMUSG00000001482","+","Def8","chr8",123446097,123446184,NA,NA,1.30562227696e-13,3.13929623038e-10,"0.0,0.31,0.0","1.0,1.0,1.0","SE","8","Def8",11.8119106000454,13.1133170823503,11.2587158182849,14.855441972323,9.40905818284936,14.8865930142922,10.8265615337266,14.2851173563218,NA,"mus","skin","GSE125483"
"24","ENSMUSG00000001583","-","Tnk1","chr11",69855139,69854957,NA,NA,0.00084461341647,0.0186609881898,"1.0,0.956,1.0","0.942,0.918,0.855","A5SS","11","Tnk1",6.911378866927,7.21031373175128,4.85752089636528,7.34814597176329,3.29464670351457,5.25720342955843,5.02118215560228,6.60522104435767,NA,"mus","skin","GSE125483"
"25","ENSMUSG00000001632","+","Brpf1","chr6",113319667,113319952,NA,NA,0.00100508357663,0.0327415639882,"1.0,1.0,1.0","0.891,1.0,0.945","SE","6","Brpf1",6.15279906343118,5.03763953591975,4.65921569936569,5.72564777164774,3.6925148974775,4.68478743162708,4.83484322009146,5.14935824639819,NA,"mus","skin","GSE125483"
"26","ENSMUSG00000001833","+","Sept7","chr9",25303852,25306125,NA,NA,0.000780961920376,0.01840406386,"0.015,0.016,0.012","0.011,0.007,0.011","RI","9","Sept7",9.54756125397644,8.30598776923738,12.2583999037056,8.31619809646634,11.3466935397644,7.76634349239102,11.0508848991488,8.12950978603158,NA,"mus","skin","GSE125483"
"27","ENSMUSG00000001909","+","Trmt1","chr8",84689631,84689707,NA,NA,0.00127099626576,0.0263154650954,"0.943,0.824,1.0","0.692,0.855,0.762","A3SS","8","Trmt1",4.16915030415477,4.4869769444973,4.13772415953061,4.59231413590232,5.08649612591183,4.523610361719,4.46445686319907,4.53430048070621,NA,"mus","skin","GSE125483"
"28","ENSMUSG00000002043","+","Trappc6a","chr7",19514539,19515024,NA,NA,0.000791625301346,0.0185118532007,"0.963,1.0,1.0","1.0,0.841,0.717","RI","7","Trappc6a",10.9841589465072,9.41501881120201,4.9350942127124,11.8121233587162,3.49777876337319,10.3671445481435,6.4723439741976,10.5314289060206,NA,"mus","skin","GSE125483"
"29","ENSMUSG00000002058","+","Unc119","chr11",78347899,78348086,NA,NA,0.00174499030265,0.0315760150003,"0.017,0.034,0.015","0.084,0.091,0.041","RI","11","Unc119",5.32911553553922,1.72169566666667,2.35044311601307,2.74300252982026,1.81086298651961,2.05868297181373,3.1634738793573,2.17446038943355,NA,"mus","skin","GSE125483"
"30","ENSMUSG00000002289","-","Angptl4","chr17",33780647,33780643,NA,NA,3.53658013097e-06,0.000307682471394,"0.94,0.907,1.0","1.0,1.0,1.0","A3SS","17","Angptl4",19.3143349076532,8.34417311409206,6.68592713583733,5.23956009178198,9.41849458825191,9.19203100112962,11.8062522105808,7.59192140233455,NA,"mus","skin","GSE125483"
"31","ENSMUSG00000002319","-","Ipo4","chr14",55628987,55629066,NA,NA,4.30282650177e-07,6.54029628269e-05,"0.234,0.078,0.112","0.028,0.043,0.033","RI","14","Ipo4",9.32883920304134,8.83811818783465,8.19925504369244,9.69326529406725,6.10595745962733,10.9091540319126,7.8780172354537,9.81351250460483,NA,"mus","skin","GSE125483"
"32","ENSMUSG00000002393","-","Nr2f6","chr8",71378527,71378483,NA,NA,0.000148577205255,0.00539776088542,"1.0,1.0,1.0","0.787,0.526,1.0","A3SS","8","Nr2f6",9.66946096144821,9.71563185618505,5.76060400536373,8.41694437311431,5.41222840697285,8.45134544988267,6.94743112459493,8.86130722639401,NA,"mus","skin","GSE125483"
